nome,whatsapp,endereco,cidade,latitude,longitude,categorias,url_maps,status_funil
,5586994986355,"R. Dezessete, Casa 21 QD 124 LT 05 - Cidade Nova, Timon - MA, 65630-020, Brasil",Timon,-5.1244015,-42.8315332,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Luana%20Vanessa&query_place_id=ChIJH48OL083jgcR4L9JN3f5-IA,prospect
,5586988035519,"R. Vinte e Dois, 1069 - Vila Angélica, Timon - MA, 65634-392, Brasil",Timon,-5.1119267,-42.8473233,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Celysandra%20Rodrigues%20Studio%20Hair&query_place_id=ChIJWUXclKI3jgcRpDaUsDAqEg4,prospect
,5586988243192,"Shopping Cocais, Av. Piauí, 700 - Centro, Timon - MA, 65630-030, Brasil",Timon,-5.0918385,-42.8243305,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Maria%20Bonita%20Beauty&query_place_id=ChIJM-ksOgU3jgcRLtow96ZFXlE,prospect
,,"R. Lourdes Carlos de Oliveira Nunes, 124 - Santo Antonio, Timon - MA, 65630-350, Brasil",Timon,-5.1043936,-42.8256416,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Jeito%20De%20Mulher&query_place_id=ChIJC7lrbKA3jgcRXiKRVeMXGGU,prospect
,5586988816282,"R. Antônio Marques, N° 220 - Parque Piaui, Timon - MA, 65636-202, Brasil",Timon,-5.0903824,-42.8357158,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Elenir%20Oliveira&query_place_id=ChIJCbLe9ow3jgcRi0K8IC4dQ0Y,prospect
,5586999564380,"Av. Teresina, 832 - Parque Piaui, Timon - MA, 65636-500, Brasil",Timon,-5.0944476,-42.8368055,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Ewerton%20Gomes&query_place_id=ChIJA__HftA3jgcRSrbHc4NDLz0,prospect
,5599981526329,"Tv. Treze de Maio, 306 - Centro, Timon - MA, 65630-310, Brasil",Timon,-5.1042785,-42.8244725,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Mary%20Araujo&query_place_id=ChIJ4T86OgA3jgcR8IMqVmsq8HA,prospect
,5586999977696,"Av. Francisco Carlos Jansen, 1600 - Parque Piaui, Timon - MA, 65631-240, Brasil",Timon,-5.0863437,-42.8372712,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Linda%20Cosm%C3%A9ticos%20e%20Sal%C3%A3o%20de%20beleza&query_place_id=ChIJqYjSC603jgcR5UsWfdn3TBU,prospect
,5599984098612,"R. Filomena Martins Nazareno Bringel, 430 - Parque Piaui, Timon - MA, 65636-560, Brasil",Timon,-5.0913985,-42.8363118,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Amanda%20Silva%20Studio%20Beauty&query_place_id=ChIJFXGrfAA3jgcRe58CcaU0Yc4,prospect
,5586988080482,"Rua Pernambuco, 526 - São Francisco, Timon - MA, 65638-385, Brasil",Timon,-5.0844585,-42.8394808,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Ros%C3%A2ngela%20Cabelos&query_place_id=ChIJiUdBKyc4jgcRcTSW0Mjblzk,prospect
,,"Rua 18, 335 - Flores, Timon - MA, 65636-580, Brasil",Timon,-5.096017,-42.847024,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Katriely%20Studio%202&query_place_id=ChIJ6QNxQwA3jgcRpW5zZEbo3Lo,prospect
,5599999355166,"Rua 107 n° 270 Bairro - São Francisco, Timon - MA, Brasil",Timon,-5.0831875,-42.842238,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Via%20Bella&query_place_id=ChIJQ0QT55s5jgcRkAekoaEuF8k,prospect
,5586988216916,"R. Elizete de Oliveira Farias, 204 - Parque Piaui, Timon - MA, 65631-230, Brasil",Timon,-5.0928448,-42.8295906,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Marlene%20Cabelos%20Sal%C3%A3o%20De%20Beleza&query_place_id=ChIJSaL5NYM3jgcRJ6UhAHrrr68,prospect
,,"Beco 0, R. Vinte e Um - Flores, Timon - MA, 65636-385, Brasil",Timon,-5.0985338,-42.8517041,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Adriana%20Cabelos&query_place_id=ChIJ-2m3nIM3jgcR65OKqGTPo5M,prospect
,5586994436473,"Avenida Melvin Jones, 623 - Pedro Patrício, Timon - MA, 65634-400, Brasil",Timon,-5.1104649,-42.8419293,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Jordania%20Soares%20Studio%20de%20Beleza&query_place_id=ChIJv3UcrSA3jgcRZe088DChxmA,prospect
,,"R. José Inácio da Silva Filho, 692 - Parque Piaui, Timon - MA, 65636-245, Brasil",Timon,-5.0933179,-42.8352738,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Spa%C3%A7o%20Bellita%20Est%C3%A9tica%20Cosm%C3%A9ticos%20e%20cabelo&query_place_id=ChIJxWdRXAk3jgcRSuGteNJoAQs,prospect
,5599999034360,"Av. Jaime Rios, 800A - Centro, Timon - MA, 65630-370, Brasil",Timon,-5.0974979,-42.8261077,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Aline%20Carvalho%20Beauty&query_place_id=ChIJO1kkcdk3jgcR8_kMiDOFLsM,prospect
,5586994718980,"R. Pedro José Gomes, 497 - Parque Alvorada, Timon - MA, 65633-020, Brasil",Timon,-5.1293259,-42.8233209,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Erika%20Rayane%20Beauty%20Studio&query_place_id=ChIJUSil6443jgcRwfTNY-3ptJs,prospect
,5586988641110,"Av. Raimundo Corrêa da Silva, 55 - Parque Alvorada, Timon - MA, 65633-641, Brasil",Timon,-5.1310948,-42.8297463,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Lenna%20Carvalho&query_place_id=ChIJkxnrAlw2jgcR2cM1RghDHM0,prospect
,5586995960355,"R. Emanuel Veloso, 2550 - São Pedro, Teresina - PI, 64018-041, Brasil",Teresina,-5.1172663,-42.8141315,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Girlene%20beauty%20Studio&query_place_id=ChIJ0dMu6H83jgcRFfJJcFrO_ME,prospect
,,"R. Constância Gomes da Silva, 84-126 - Parque Alvorada, Timon - MA, 65633-290, Brasil",Timon,-5.1316227,-42.830095,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=SAL%C3%83O%20TOP!%20(Joyce%20Alves%20)&query_place_id=ChIJwel-Ilw2jgcRwT8LNHjdmaQ,prospect
,5586988499292,"R. Firmino Gonçalves Pedreira, 942 - Parque Piaui, Timon - MA, 65631-040, Brasil",Timon,-5.0979639,-42.8300593,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20das%20Estrelas&query_place_id=ChIJq39DMPA3jgcRblqBoPHmnAo,prospect
,5586988392810,"Rua 15 390 cidade nova 1 - Cidade Nova, Timon - MA, 65633-635, Brasil",Timon,-5.0922932,-42.844605,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Alciane%20Almeida%20Studio&query_place_id=ChIJBSgYpD43jgcRkl4q5lkK2cQ,prospect
,5586988614179,"R. Nove, 13 - N° 20 - São Francisco II, Timon - MA, 65638-305, Brasil",Timon,-5.0851328,-42.8543745,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Const%C3%A2ncia%20Sal%C3%A3o%20e%20Atelier&query_place_id=ChIJfxLb2XY3jgcRheS9oU1KUw4,prospect
,,"R. Filomena Martins Nazareno Bringel, 375 - Parque Piaui, Timon - MA, 65631-280, Brasil",Timon,-5.091304,-42.8357249,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Studio%20Sandra%20Bastos%20Est%C3%A9tica%20de%20Unha&query_place_id=ChIJy2pah583jgcRKJVmaAibP8A,prospect
,5586988697745,"R. Ten. Antonio Correia Da Silva, 25 - Parque Piauí II, Timon - MA, 65631-360, Brasil",Timon,-5.0957588,-42.8526651,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Studio%20Patr%C3%ADcia%20Moura%20(Beleza%20e%20Est%C3%A9tica).&query_place_id=ChIJ0b-hYYU3jgcRccektJkINM4,prospect
,5586988446939,"Beco 01, 35 - Bela Vista, Timon - MA, 65636-445, Brasil",Timon,-5.0958357,-42.8531925,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Salao%20divas&query_place_id=ChIJl3slEJc3jgcRMXSNN2Gefv0,prospect
,5586988951072,"R. São José, 1963 - São Benedito, Timon - MA, 65636-320, Brasil",Timon,-5.1081472,-42.8431176,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Cana%C3%A3%20O%20Irm%C3%A3o&query_place_id=ChIJmSqDZ7g3jgcRfEEvlK1Ct2c,prospect
,5586988531668,"Av. Benedito Ferreira Campos, 851 - Parque Alvorada, Timon - MA, 65633-280, Brasil",Timon,-5.1298108,-42.8283181,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Novo%20Stilos&query_place_id=ChIJ8bQFQFk2jgcRzZ8SUBzOMZc,prospect
,5586988619431,"Sete Estrelas, Timon - MA, 65632-655, Brasil",Timon,-5.1351859,-42.8276238,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=JN%20Studio&query_place_id=ChIJ1a-0hWA2jgcR-1VF2N4NLeM,prospect
,5586998659254,"Av. Circular, 574 - Formosa, Timon - MA, 65634-190, Brasil",Timon,-5.109062,-42.8314659,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Deyse%20Unhas%20%26%20Sobrancelhas&query_place_id=ChIJ8ZwssKU3jgcR961TcUx5eQA,prospect
,5586995672381,"Rua Jamil de Miranda Gedeon, rua, 50 - Parque Piaui, Timon - MA, Brasil",Timon,-5.0975433,-42.8398646,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Daniele%20aguiar&query_place_id=ChIJLfd_WwA3jgcRPbRJ7DWuzEc,prospect
,5599988368099,"R. Jorge Luiz Alves Junior - Flores II, Timon - MA, 65636-556, Brasil",Timon,-5.1029223,-42.8621114,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Mycaelle%20Santos&query_place_id=ChIJDdPiSQA3jgcRSwdDCfF4noU,prospect
,5599981780041,"R. 103, 19 - número 894 - Bela Vista, Timon - MA, 65637-576, Brasil",Timon,-5.0915971,-42.8523307,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Taynara%20Silva&query_place_id=ChIJf8n8xMg3jgcRfCuchQqgRtc,prospect
,5599988297168,"Residencial Palestina - R. Dois, Quadra F - Casa 11 - São Francisco II, Timon - MA, 65638-435, Brasil",Timon,-5.0866124,-42.8468791,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Cris%20Santos&query_place_id=ChIJ--GsPJM3jgcRBGI2wp42AEA,prospect
,5586988520054,"Av. Francisco Vitorino de Assunção, N 678A Av. 03, N298A - Parque Piaui, Timon - MA, 65636-310, Brasil",Timon,-5.0935733,-42.8399901,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Silvana%20Marreiros&query_place_id=ChIJw5WNw0g3jgcR2yAm9C3kwDs,prospect
,5586999016465,"R. Quatro, 1953 - Parque Aliança, Timon - MA, 65638-135, Brasil",Timon,-5.0876388,-42.8512841,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20MRodrigues&query_place_id=ChIJlwVzyG03jgcRsqKTxTMNi70,prospect
,,"R. São José, 522 - São Benedito, Timon - MA, 65636-320, Brasil",Timon,-5.1027899,-42.8329691,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Fio%20a%20Perfil%20Cabelos&query_place_id=ChIJbYiHawA3jgcRlDDAFN-sxw0,prospect
,5586981954082,"V4GW+MC - Timon, MA, Brasil",Timon,-5.123301,-42.853897,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio_afro_hair&query_place_id=ChIJ1-LI7dA3jgcRlrHUnQq2PVE,prospect
,5561985690517,"Av. Raimundo Corrêa da Silva - Parque Alvorada, Timon - MA, 72225-202, Brasil",Timon,-5.1260245,-42.8315316,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20formas%20%26%20fios&query_place_id=ChIJV1TfjQs3jgcRoYwiuOmN3Tc,prospect
,5599984169420,"B 05, Q 5 - C 1 - Timon, MA, 65635-486, Brasil",Timon,-5.111339,-42.8495025,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Daniele%20Azevedo%20Beauty&query_place_id=ChIJ0WAsMNU3jgcR0dqt6d-CncE,prospect
,5586988249070,"R. Aquiles Lisboa, 110 - Centro, Timon - MA, 65630-300, Brasil",Timon,-5.1002566,-42.8204682,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Creuza%20SALON&query_place_id=ChIJ6Wf5CuU3jgcRBMr8ccla8rY,prospect
,5599985250626,"R. Um, 85 - Cidade Nova, Timon - MA, 65633-722, Brasil",Timon,-5.1235087,-42.8238487,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Ms%20Studio%20Haiir&query_place_id=ChIJg_3Ug0s3jgcRTRCVdim4sdE,prospect
,5586988284569,"Av. Luís Firmino de Sousa, 2824 - São Benedito, Timon - MA, 65636-340, Brasil",Timon,-5.106405,-42.8442602,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Beleza%20Vip&query_place_id=ChIJ-QSBoLg3jgcRtzYxmqooH1U,prospect
,5586988739810,"R. Vinte - Pedro Patrício, Timon - MA, 65636-510, Brasil",Timon,-5.1135473,-42.8429817,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20a%20poderosa&query_place_id=ChIJXRljNf83jgcRO3yk82IS8y4,prospect
,5599996452147,"R. Ten. Antonio Correia Da Silva, 1227 - Timon, MA, 65636-487, Brasil",Timon,-5.0927818,-42.8463181,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20D%C3%A9bora%20Veloso&query_place_id=ChIJNeBpizA3jgcRFO0DJkdMXT0,prospect
,5586988764238,"Rua 10 , n 390 - São Francisco, Timon - MA, 65636-754, Brasil",Timon,-5.0838573,-42.8440748,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Centro%20de%20beleza%20for%20men&query_place_id=ChIJ8df88JE5jgcRA7zWqeQPJTM,prospect
,5586988469159,"AG.STUDIO - Tv. Dezesseis, número 705 - Loteamento boa vista, Timon - MA, 65636-720, Brasil",Timon,-5.0876774,-42.8486585,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=AG.STUDIO&query_place_id=ChIJsQ3NtQc3jgcRsxJe7JOiCSc,prospect
,5586988535289,"centro operário - R. Marcos Batista da Silva, 3734 - Residencial flores, Timon - MA, 65636-600, Brasil",Timon,-5.1023328,-42.8623064,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Maria%20Ramos&query_place_id=ChIJTQ3-1yk3jgcRZEahy7leS-c,prospect
,,"Tv. Firmo Pedreira, 162 - São Benedito, Timon - MA, 65630-260, Brasil",Timon,-5.1021361,-42.8282725,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Instituti%20De%20Beleza%20Labelle&query_place_id=ChIJg-EZa583jgcRymSDJBtTJzI,prospect
,5586988104940,"R. Cento e Quatro, 56 - Sao Francisco I, Timon - MA, 65631-410 - São Francisco, Timon - MA, 65636-520, Brasil",Timon,-5.0864081,-42.836613,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Dhylvana%20Brown%20sal%C3%A3o%20de%20beleza&query_place_id=ChIJY2-tDYk5jgcR4j1HHE5LQbY,prospect
,5586999060527,"R. 102, 1176 - Parque Uniao, Timon - MA, 65631-370, Brasil",Timon,-5.0884667,-42.8480747,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Gabrielly%20Slan&query_place_id=ChIJ3RrBQbI3jgcRyVBCbIGJILc,prospect
,5586988161595,"Conj. Joaquim - Rua 03 Quadra 18, Q. Tres Cj Joaquim Pedreira, 2 - Casa 14, Timon - MA, 65638-085, Brasil",Timon,-5.0848659,-42.851793,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Helena%20Est%C3%A9tica&query_place_id=ChIJd8Jq71U3jgcRLf9qIeWKoiE,prospect
,5599984803866,"Tv. Vinte e Nove, 210 - Bela Vista, Timon - MA, 65637-576, Brasil",Timon,-5.0917167,-42.8522385,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Andressa%20Brand%C3%A3o&query_place_id=ChIJORrcVjg3jgcRkF35GGe25Ho,prospect
,5586999484726,"Av. Luís Firmino de Sousa, 1639 - São Benedito, Timon - MA, 65736-340, Brasil",Timon,-5.1032843,-42.835698,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Luciana%20Rillena&query_place_id=ChIJPR9AhiI3jgcRVUtIdWv1hOw,prospect
,,"R. 17, 1610 - Parque Piaui, Timon - MA, 65636-450, Brasil",Timon,-5.1024007,-42.8420234,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Josania%20Bezerra&query_place_id=ChIJD2ea0r83jgcRaNY_lYDq5WE,prospect
,5586994763941,"R. Ananias Carvalho, Chaves, 74 - Timon, MA, 65631-160, Brasil",Timon,-5.0932538,-42.8270743,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Aline%20Kerly%20Studio&query_place_id=ChIJ2bCthRQ3jgcR3srkqSNbR4w,prospect
,,"R. Antonio Lidu, 940 - Santo Antonio, Timon - MA, 65630-458, Brasil",Timon,-5.1065715,-42.826229,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20de%20beleza%20Nenzinha&query_place_id=ChIJB8CSOwA3jgcRUL6tE6GLKTE,prospect
,5586988023599,"R. Lourdes Carlos de Oliveira Nunes, 546 - Santo Antonio, Timon - MA, 65630-350, Brasil",Timon,-5.108478,-42.824572,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Depila%C3%A7%C3%A3o%20Est%C3%A9tica%20Design%20de%20Sobrancelhas%20-%20Studio%20Arte%20do%20Corpo&query_place_id=ChIJcbKVGxw3jgcR5WUE8nVokZc,prospect
,5599999038671,"R. 22, 897 - Sete Estrelas, Timon - MA, 65633-280, Brasil",Timon,-5.1295588,-42.8385669,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Rita%20Costa&query_place_id=ChIJL0oAl5M3jgcRvSNFtzl5L3A,prospect
,5586994340301,"Av. Teresina, 965 - Parque Piaui, Timon - MA, 65636-500, Brasil",Timon,-5.095173,-42.8375563,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20preciosa&query_place_id=ChIJB3U6UjU3jgcRLk2uEy3q2K4,prospect
,5586981516050,"R. Dois, quadra F - casa 13 - São Francisco II, Timon - MA, 65638-435, Brasil",Timon,-5.086738,-42.8468592,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=STUDIO%20ANANDA%20CABELOS&query_place_id=ChIJP18NFGQ3jgcRmBVlkdOvPHo,prospect
,5586988187436,"R. Dois, 555 - Boa Vista, Timon - MA, 65631-560, Brasil",Timon,-5.0842153,-42.8377812,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Rosinha%20cabelos&query_place_id=ChIJj1vG0tg5jgcRrdfeFqAH9aA,prospect
,5586988167339,"Rua 24 - QD 25, casa 16, Residencial, Av. Miguel Arraes - Jóia, Timon - MA, Brasil",Timon,-5.1496749,-42.8496234,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Suyane%20Veras&query_place_id=ChIJj43g3HQ1jgcREtKqVYrKU10,prospect
,5586999655590,"Rua Vinte e Nove 189 - VilaBelarmina, Timon - MA Esquina com a rua C do bairro Vila Belarmina, R. A Vila Belarmina, Timon - MA, 65630-020, Brasil",Timon,-5.1108244,-42.8577722,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=STUDIO%20S%C3%A2mea%20sousa%20lash%20designer&query_place_id=ChIJWaQcCBI3jgcRDBKh689GQP4,prospect
,5586998439974,"Rua jeronimo silva - Cajueiro, Timon - MA, 65630-000, Brasil",Timon,-5.1274446,-42.8180909,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Debora%20Hair&query_place_id=ChIJXXbI39A3jgcRABMnPIRMIqE,prospect
,5599991556289,"R. Leste, 1072 - Casa de andar - Pedro Patrício, Timon - MA, 65634-422, Brasil",Timon,-5.1143988,-42.8371078,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=GABRIELY%20STUDIO&query_place_id=ChIJa3B0lbU3jgcRjzVW_n7ZJ_E,prospect
,5586988355816,"R. Um, n332 - Formosa, Timon - MA, 65634-045, Brasil",Timon,-5.1098562,-42.8320948,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Studio%20Jhoesley%20Julia%20Unhas%20e%20Cabelos&query_place_id=ChIJme5ROhI3jgcR-SjW7wmAQtA,prospect
,5599985386469,"Rua 4 quadra AA, casa 1554 - Vila Bandeirante, Timon - MA, 65633-430, Brasil",Timon,-5.1111753,-42.8514788,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Mauriane%20Carvalho&query_place_id=ChIJIeKuk1o3jgcR0henWcVsjEQ,prospect
,5599988336662,"R. Vinte e Oito - Cidade Nova, Timon - MA, 65633-674, Brasil",Timon,-5.1228162,-42.8379141,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Braids%20Polyanna%20Taizy&query_place_id=ChIJAz2BLAA3jgcRMK6U9bQ9FDg,prospect
,5586988719752,"rua g n, 17 - Vila do Bec, Timon - MA, 65632-160, Brasil",Timon,-5.137078,-42.8220921,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20clarice%20costa&query_place_id=ChIJJUviC6g3jgcRouh49cEkuKA,prospect
,,"R. L, 1056 - São Marcos, Timon - MA, 65634-285, Brasil",Timon,-5.114337,-42.837531,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Thaty%20Hair&query_place_id=ChIJEQC9rok3jgcRkdLuZ7_NT7U,prospect
,,"R. 19, 2806 - Formosa, Timon - MA, 65634-370, Brasil",Timon,-5.1130309,-42.8409503,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Lbelly&query_place_id=ChIJO1TpEgA3jgcR7hnBCayZHMo,prospect
,5586999399503,"R. Três, 3005 - Loteamento Boa Vista, Timon - MA, 65631-580, Brasil",Timon,-5.0871792,-42.8571108,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Nat%C3%A1lia%20G%C3%B3is&query_place_id=ChIJU7njSW03jgcRnuC7xCJXreI,prospect
,,"R. João Joca Assunção, 2 - Parque Piaui, Timon - MA, 65631-080, Brasil",Timon,-5.0968093,-42.8330905,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Madame's%20CABELO%20%26%20EST%C3%89TICA&query_place_id=ChIJs3cgX5o3jgcRb4ahxsP59LY,prospect
,5599991949445,"R. Luís Píres de Sá, 530 - Parque Piaui, Timon - MA, 65636-580, Brasil",Timon,-5.0911137,-42.8382558,"{""Depilação""}",https://www.google.com/maps/search/?api=1&query=FRAN%20ROCHA%20-%20Depila%C3%A7%C3%A3o%20-%20Manicure%20-%20Produtos%20de%20Beleza&query_place_id=ChIJAUUiUXo3jgcR2rO9uqWD4jQ,prospect
,5599988280810,"Av. Luís Firmino de Sousa, 1619 - São Benedito, Timon - MA, 65636-340, Brasil",Timon,-5.1031777,-42.835462,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Fernanda%20Valerio%20Studio%20de%20Manicure&query_place_id=ChIJNa7Dgks3jgcRNqp1EEg-ErU,prospect
,5586988511409,"Av. Francisco Carlos Jansen, 277 - Parque Piaui, Timon - MA, 65631-030, Brasil",Timon,-5.08978,-42.8271578,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Mulher%20Fina%20Est%C3%A9tica&query_place_id=ChIJt2fzp4E3jgcRCEw-Pj4YmVM,prospect
,5598984141318,"Rua tenente Antônio Correia 367, Timon - MA, 65631-125, Brasil",Timon,-5.0886403,-42.8385275,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Studio%20de%20unhas%20Luz%20nails&query_place_id=ChIJ904Dwn43jgcRBMpmgEKGkyw,prospect
,,"Av. Francisco Carlos Jansen, 1600 - Parque Piaui, Timon - MA, 65631-415, Brasil",Timon,-5.0863712,-42.8372766,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20VIP&query_place_id=ChIJA8lmjZI5jgcRKmPmQw8t6ug,prospect
,,"Parque Piaui, Timon - MA, 65631-340, Brasil",Timon,-5.0889543,-42.8356257,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Casa%20Da%20Selagem%20Cosmeticos%20%26%20Sal%C3%A3o%20De%20Beleza&query_place_id=ChIJpYEGjYg3jgcRaojtOfWhq2E,prospect
,,"R. Odilo Costa, 392 - Centro, Timon - MA, 65630-250, Brasil",Timon,-5.1020571,-42.8247676,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=BELLA%20ESTETICA&query_place_id=ChIJVxweYnU3jgcRJdMEpNFV5Rs,prospect
,5586988334427,"R. Goiás, QD casa 21 - Julia Almeida, Timon - MA, 65635-485, Brasil",Timon,-5.1133708,-42.8663044,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20das%20unhas&query_place_id=ChIJI8cXrStIjgcRvIKin0awtfE,prospect
,5586988067546,"Av. Benedito Ferreira Campos, 1196 - Parque Alvorada, Timon - MA, 65633-280, Brasil",Timon,-5.1307821,-42.832092,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Novo%20Visual&query_place_id=ChIJjfxzh1w2jgcR3EsDKpfkSw0,prospect
,,"R. 600, 460 - Formosa, Timon - MA, 65630-650, Brasil",Timon,-5.1109642,-42.8245685,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Tain%C3%A1%20Karen&query_place_id=ChIJ38jeRwA3jgcRzdgaZOYN96k,prospect
,5586988303652,"Av. Tiúba, 958 - Formosa, Timon - MA, 65636-220, Brasil",Timon,-5.1086194,-42.8365004,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20R%26R&query_place_id=ChIJcX8tNgA3jgcR5uHBF2BER1U,prospect
,,"R. Filomena Martins Nazareno Bringel, 1408 - Parque Piauí II, Timon - MA, 65636-560, Brasil",Timon,-5.0955412,-42.8442831,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Nicole%20St%C3%BAdio%20De%20Beleza&query_place_id=ChIJK8syK-03jgcRIRS84K5mdis,prospect
